"subject","competence","code","cycle","text"
"D","D.3.D.1","D.3.D.1.e","3a","können mithilfe von Rückfragen beschreiben, welche Vorgehensweisen oder Sprechstrategien sie angewendet haben, um ihre Meinung zu vertreten.
können mithilfe von Kriterien eine eigene Präsentation beurteilen.
können über die gewählten Gesprächsformen nachdenken und über deren Angemessenheit sprechen (z.B. Mundart-Standard-Wechsel, Höflichkeit, Jugendsprache).
können mithilfe von Leitfragen beschreiben, wo sie im Gespräch oder bei einer Präsentation Probleme beim Sprechen oder Erklären hatten.
"
"D","D.3.D.1","D.3.D.1.f","3bo","können mithilfe von Leitfragen über ein Gespräch, seinen Verlauf und seine Wirkung nachdenken, sich darüber austauschen und daraus Schlüsse für nächste Gespräche ziehen.
können über die unterschiedliche Aussagekraft von eigenen Argumenten nachdenken.
"
"D","D.4.A.1","D.4.A.1.a","1","können durch vielfältige Aktivitäten ihre Feinmotorik weiterentwickeln.
"
"D","D.4.A.1","D.4.A.1.b","1","können eine günstige Körperhaltung beim Zeichnen und Schreiben einnehmen.
"
"D","D.4.A.1","D.4.A.1.c","1","können die Grundbewegungen der Schrift nach allen Richtungen (z.B. Buchstabenformen und -folgen) ausführen.
können einzelne Laute heraushören, diese den passenden Buchstaben zuordnen und einzelne Wörter lautgetreu verschriften.
"
"D","D.4.A.1","D.4.A.1.d","1","können das ganze Alphabet einer unverbundenen Schrift sowie die Ziffern mit optimalen Abläufen geläufig schreiben.
können alle Laute und Lautverbindungen heraushören und in lautgetreuer (nicht unbedingt orthografisch korrekter) Schreibung entsprechenden Buchstaben zuordnen.
können vertraute Wörter, Wendungen und Satzmuster in alltäglichen, bekannten Schreibsituationen verwenden und ihren produktiven Wortschatz aktivieren (z.B. kurzer Brief, Briefformeln).
"
"D","D.4.A.1","D.4.A.1.e","1,2a","können mit verschiedenen Schreibgeräten ihre Texte gestalten (z.B. verschiedene Schreibstifte, Tastatur).
können mit grundlegenden Elementen der Bedienungsoberfläche eines Textprogramms umgehen.
"
"D","D.4.A.1","D.4.A.1.f","2a","können die Buchstabenabläufe in einer teilverbundenen oder verbundenen Schrift schreiben.
"
"D","D.4.A.1","D.4.A.1.g","2b","entwickeln Elemente einer persönlichen Handschrift.
können in einem dem Formulieren dienlichen Tempo mit verschiedenen Schreibgeräten leserlich schreiben bzw. beherrschen die dafür nötige Feinmotorik.
können Wörter, Wendungen und Satzmuster in verschiedenen Schreibsituationen angemessen verwenden und ihren produktiven Wortschatz aktivieren (z.B. Notizen machen, Mindmap erstellen, Bericht oder Erzählung verfassen).
"
"D","D.4.A.1","D.4.A.1.h","2b,3a","können in einer leserlichen, geläufigen und persönlichen Handschrift schreiben.
können in angemessener Schreibflüssigkeit (Handschrift) schreiben, um genügend Kapazität für die höheren Schreibprozesse zu haben (z.B. Formulieren, Erzählfaden entwickeln).
"
"D","D.4.A.1","D.4.A.1.i","3a","können ausreichend automatisiert (Handschrift und Tastatur) schreiben, um genügend Kapazität für die höheren Schreibprozesse zu haben (z.B. Ideen finden, planen, formulieren, überarbeiten).
können den entsprechenden Wortschatz (z.B. textverknüpfende Mittel) aktivieren, um Sätze und Texte angemessen zu strukturieren.
"
"D","D.4.B.1","D.4.B.1.a","1","können Erfahrungen sammeln mit vielfältigen altersgemässen Texten (z.B. Bilderbuch, Vorlesegeschichte, Brief, Notiz, Plakat), um Muster für das eigene Schreiben zu gewinnen (z.B. Kritzelbrief, Liste).
"
"D","D.4.B.1","D.4.B.1.b","1","kennen Schrift als Trägermedium von Bedeutung und als Instrument, um Gedanken festzuhalten und bei anderen etwas zu bewirken (z.B. Geschenkbrief, Dankeskarte, Wunschliste).
kennen einfache Textmuster (z.B. Liste, Anrede, Namenskarte, Unterschrift) und nutzen diese für das eigene Schreiben.
"
"D","D.4.B.1","D.4.B.1.c","1","kennen das Muster eines persönlichen Briefs mit Anrede und Grussformel, um es für das eigene Schreiben nutzen zu können.
kennen Elemente eines Geschichtenmusters (z.B. Märchenanfang/-ende), um sie für das eigene Schreiben nutzen zu können.
kennen verschiedene Muster einfacher Informationstexte (z.B. einfaches Lernplakat, Spielanleitung), um sie für das eigene Schreiben nutzen zu können.
kennen Muster verschiedener Kurztexte (z.B. Elfchen, Rätsel, Vers), um sie für das eigene Schreiben nutzen zu können.
"
"D","D.4.B.1","D.4.B.1.d","2a","kennen das Muster eines Dialogs, um es für das eigene Schreiben nutzen zu können.
"
"D","D.4.B.1","D.4.B.1.e","2b","kennen Erzählmuster wie Erzählperspektive, Perspektivenwechsel, um sie für das eigene Schreiben nutzen zu können (z.B. Erlebniserzählung aus Sicht von zwei oder mehr Figuren, Parallelgeschichte).
kennen inhaltliche und formale Merkmale von dokumentierenden Textsorten (z.B. Lernjournal, Protokoll), um sie für das eigene Schreiben nutzen zu können.
"
"D","D.4.B.1","D.4.B.1.f","2b,3a","kennen vielfältige Textmuster (z.B. poetische Formen, Zusammenfassung, Interview, EMail, Portfolio, Plakat, Wandzeitung, Präsentationsfolien), um sie für das eigene Schreiben nutzen zu können.
"
"D","D.4.B.1","D.4.B.1.g","3a","kennen Merkmale eines Bewerbungsschreibens und eines Lebenslaufs, um sie für das eigene Schreiben von Bewerbungen nutzen zu können.
"
"D","D.4.B.1","D.4.B.1.h","3a","kennen vielfältige Textmuster (z.B. Erzählung, Argumentation, Zeitungsbericht, Geschäftsbrief, Blog-Beitrag, Lernjournal, Flyer, Präsentationsfolien), um sie für das eigene Schreiben nutzen zu können.
kennen Formulierungsmuster, die typisch für verschiedene Textsorten sind (z.B. Geschäftsbrief vs. E-Mail vs. privater Brief), um sie für das eigene Schreiben nutzen zu können.
kennen alle Teile von Bewerbungsunterlagen (Lebenslauf, Bewerbungsbrief).
"
"D","D.4.C.1","D.4.C.1.a","1b","können aus Geschichten, Bilderbüchern, Puppentheatern Ideen für eigene Geschichten entwickeln und sich darüber austauschen.
können beschreiben, woher sie Informationen erhalten (z.B. Printmedien, Fernsehen, Internet).
"
"D","D.4.C.1","D.4.C.1.b","1b","können unter Anleitung verschiedene Vorgehensweisen zur Ideenfindung und Textplanung einsetzen (z.B. gemeinsam erstelltes Cluster, Ideennetz, W-Fragen, innere Bilder).
können mithilfe von vorgegebenen Medien Informationen zu einem bestimmten Thema beschaffen (z.B. Buch, Zeitschrift, Lernspiel, Spielgeschichte, Website), damit sie die Inhalte für einen entsprechenden Sachtext erarbeiten können.
"
"D","D.4.C.1","D.4.C.1.c","1b,2a","können erste Zielvorstellungen davon entwickeln, wozu sie schreiben.
zeigen die Bereitschaft, während des Schreibens neue Ideen zu entwickeln.
"
"D","D.4.C.1","D.4.C.1.d","2a","können allein oder in Gruppen verschiedene Schreibideen entwickeln, diese strukturieren und ihren Schreibprozess unter Anleitung planen (z.B. Mindmap, Stichwortliste).
"
"D","D.4.C.1","D.4.C.1.e","2b","können verschiedene Vorgehensweisen zur Ideenfindung bei Geschichten und Gedichten selbstständig einsetzen.
können verschiedene Recherchiertechniken einsetzen, um die Inhalte für einen Sachtext zu erarbeiten und den Text zu planen.
können Medien auswählen und als Informationsquelle für ihr Lernen nutzen (z.B. Lexikon, Suchmaschine, Schulfernsehen), damit sie die Inhalte für einen entsprechenden Sachtext erarbeiten können.
"
"D","D.4.C.1","D.4.C.1.f","2b,3a","zeigen die Bereitschaft, auch längere Texte immer wieder mit neuen Ideen zu ergänzen und auch bei auftauchenden Problemen den Schreibprozess entsprechend zu planen.
können Zielvorstellungen entwickeln und beschreiben, welches Schreibziel sie verfolgen.
"
"D","D.4.C.1","D.4.C.1.g","3a","können Strategien zur Ideenfindung und Planung selbstständig so einsetzen, dass sich diese gegenseitig unterstützen.
können Medien für den eigenen Lernprozess beim Ideenfinden und Planen selbstständig einsetzen (z.B. Sachbuch, Zeitschrift, Tool, soziales Netzwerk).
"
"D","D.4.C.1","D.4.C.1.h","3bo","können mit Unterstützung längere Texte und grössere Schreibprojekte mit mehreren Texten planen.
können an verschiedene Adressat/innen schreiben und kooperativ planen.
können das eigene Repertoire an Strategien beim Planen ihrer Texte selbstständig, situationsangemessen und auf das Schreibziel ausgerichtet einsetzen.
"
"D","D.4.D.1","D.4.D.1.a","1b","können ihren produktiven Wortschatz erweitern, indem sie die als Formulierungshilfen vorgegebenen Wörter und Wendungen für ihre Geschichten nutzen.
"
"D","D.4.D.1","D.4.D.1.b","1b","können in eine Geschichte oder ein Thema eintauchen und ihre Gedanken und Ideen ansatzweise in eine verständliche Abfolge bringen.
"
"D","D.4.D.1","D.4.D.1.c","1b,2a","können ihre Gedanken und Ideen in eine verständliche Abfolge bringen und in passende Worte fassen. Die Schreibsituation und der Schreibprozess werden dabei zunehmend eigenständig gestaltet.
können ihre Formulierungen zunehmend dem Schreibziel anpassen (z.B. adressatengerecht ausgerichtet).
können ihre Texte auch am Computer entwerfen und Grundfunktionen eines Textverarbeitungsprogramms einsetzen (z.B. Elementen der Bedienungsoberfläche nutzen: Datei öffnen, schreiben, speichern).
"
"D","D.4.D.1","D.4.D.1.d","2a","können Wörter, Begriffe und Wendungen zum Thema aufbauen und angemessen verwenden.
können sich in einen Schreibfluss versetzen (z.B. automatisches Schreiben, Herumgehen und vor sich hin sprechen, gegenseitiges Erzählen, drauflos schreiben und nicht dauernd korrigieren).
können ihre Gedanken und Ideen im Text in eine verständliche und sinnvolle Abfolge bringen.
können Grundfunktionen von Programmen (z.B. verschieben, kopieren, löschen) nutzen, um ihre Produkte zu erstellen und zu bearbeiten (z.B. Text, Tabelle, Präsentation, Bild).
"
"D","D.4.D.1","D.4.D.1.e","3a","können vorgegebene Wörter als Formulierungshilfen nutzen und so ihren produktiven Wortschatz erweitern.
kennen angemessene Vorgehensweisen, um Schreibblockaden zu überwinden (z.B. sich bewegen, etwas trinken, kritzeln, mit jemanden reden).
können ihre Gedanken und Ideen im Text in eine verständliche und sinnvolle Abfolge bringen und eine gezielte Wirkung erzeugen.
"
"D","D.4.D.1","D.4.D.1.f","3bo","können textstrukturierende Mittel (z.B. Titel, Absätze) und textverknüpfende Mittel (z.B. Pronomen, Partikel) beim Entwerfen gezielt setzen, um den Text klarer zu strukturieren.
können einzelne Mittel zur Leserführung beim Entwerfen eines längeren Textes einsetzen (z.B. Überleitung, Untertitel, Wiederaufnahme).
können Vorlagen zur Strukturierung und Gestaltung von Texten verwenden.
"
"D","D.4.E.1","D.4.E.1.a","1b","können inhaltliche Unklarheiten besprechen, wenn die Lehrperson auf die entsprechenden Textstellen hinweist.
"
"D","D.4.E.1","D.4.E.1.b","1b,2a","können im Austausch mit anderen (z.B. Schreibkonferenz, Feedback) einzelne positive Aspekte und Unstimmigkeiten im eigenen Text erkennen.
"
"D","D.4.E.1","D.4.E.1.c","2a","können die Leserperspektive ansatzweise einnehmen (z.B. mit Leitfragen, Denkmuster).
"
"D","D.4.E.1","D.4.E.1.d","2b","können einzelne vorher besprochene Punkte in ihren Texten mithilfe von Kriterien am Computer oder auf Papier überarbeiten.
können mithilfe von Kriterien positive Aspekte erkennen sowie Unstimmigkeiten in Bezug auf ihr Schreibziel feststellen und Alternativen finden (z.B. Wörter, Wendungen, Aufbau, Reihenfolge).
"
"D","D.4.E.1","D.4.E.1.e","2b,3a","können beim Besprechen ihrer Texte auch die Leserperspektive einnehmen und bei Bedarf zusätzliche textstrukturierende Mittel einsetzen (z.B. Titel, Absatz, Aufzählung).
"
"D","D.4.E.1","D.4.E.1.f","3a","können im Austausch mit anderen am Computer oder auf Papier positive Aspekte erkennen sowie Unstimmigkeiten in Bezug auf ihr Schreibziel und Textsortenvorgaben feststellen und mit Hilfsmitteln Alternativen finden (z.B. Wörterbuch, Internet). 
können einzelne dieser Überarbeitungsprozesse selbstständig ausführen, wenn sie dabei Punkt für Punkt vorgehen.
können Bewerbungsunterlagen mit Unterstützung (z.B. Lehrperson, Textbausteine) inhaltlich auf ihre Bewerbungssituation anpassen.
"
"D","D.4.E.1","D.4.E.1.g","3bo","können einzelne Überarbeitungsprozesse am Computer und auf Papier selbstständig ausführen, reflektieren und zielführende Strategien für das inhaltliche Überarbeiten finden.
können in Überarbeitungsprozessen Mittel zur Leserführung gezielt einsetzen, um den Text leserfreundlicher zu gestalten (z.B. Überleitung, Wiederaufnahme).
"
"D","D.4.F.1","D.4.F.1.a","1b","können unter Anleitung bei der formalen Überarbeitung erste Regeln beachten: lautgetreue Schreibweise, Wortgrenzen, Eigennamen und konkrete Nomen gross, Satzanfang gross, Punkt am Satzende.
"
"D","D.4.F.1","D.4.F.1.b","1b,2a","können ihren Text im Austausch mit anderen sprachformal überarbeiten, wenn die Fehlerstelle markiert ist. Sie können dabei folgende Regeln in typischen Fällen beachten: sch-Schreibung, sp-/st-Schreibung, ng-Schreibung, gebräuchliche abstrakte Nomen gross, Satzschlusszeichen.
"
"D","D.4.F.1","D.4.F.1.c","2a","können am Computer durch gezieltes Ausprobieren falsche Wortschreibungen korrigieren, wenn der Computer eine Falschschreibung anzeigt.
können beim gemeinsamen Überarbeiten auf folgende Regeln achten: ie-Schreibung, e-/ä-Schreibung, Komma bei Aufzählungen.
"
"D","D.4.F.1","D.4.F.1.d","2b","zeigen die Bereitschaft, ihren Text auf Fehler hin durchzulesen und entwickeln dabei auch eine Fehlersensibilität.
können im Austausch mit anderen die meisten Unkorrektheiten in Wörtern und Sätzen finden und sprachformal überarbeiten, wenn sie dabei Punkt für Punkt vorgehen. Sie beachten dabei folgende Regeln: Wortstammregel bei leicht erkennbaren Stämmen, Doppelkonsonantenregel, Grossschreibung von typischen abstrakten Nomen (z.B. Glück), Kommas zwischen leicht erkennbaren Verbgruppen (Teilsätze). Die Zeichen bei der direkten Rede können sie mithilfe eines grafischen Schemas setzen.
können die rechtschreibrelevanten Grammatikproben gezielt einsetzen.
können für Zweifelsfälle das Wörterbuch nutzen.
"
"D","D.4.F.1","D.4.F.1.e","2b,3a","können einfache Rechtschreibprobleme erkennen und eine passende Lösungsstrategie wählen (z.B. Stamm erkennen, Analogie suchen, Regelwissen aktivieren, nachschlagen).
können am Computer Korrekturprogramme angemessen einsetzen.
können im Austausch mit anderen Unkorrektheiten in Wörtern und Sätzen feststellen und korrigieren. Sie beachten dabei folgende Regeln: Grossschreibung von abgeleiteten Nomen mit häufigen Nachmorphemen (z.B. Frei-heit, Entdeck-ung).
"
"D","D.4.F.1","D.4.F.1.f","3a","können Texte sprachformal überarbeiten. Sie beachten dabei folgende Regeln inklusive wichtiger Ausnahmen: Wortstammregel, Doppelkonsonantenregel, Grossschreibung von konkreten und abstrakten Nomen sowie abgeleitete Nomen mit Nachmorphemen, Komma zwischen leicht erkennbaren Verbgruppen.
können Wortschreibungen kritisch hinterfragen und mit dem Schul-Wörterbuch oder mit Nachfragen klären.
können Bewerbungsunterlagen mit Unterstützung (z.B. Lehrperson, Textbausteine) durch mehrfaches Überarbeiten fehlerfrei herstellen.
"
"D","D.4.F.1","D.4.F.1.g","3bo","können selbstständig auf Papier oder am Computer ihre Texte sprachformal überarbeiten.
"
"D","D.4.G.1","D.4.G.1.a","1b","können anhand von Leitfragen ihre Texte besprechen (z.B. einzelne Wörter, Sätze oder Gestaltungselemente zeigen, die ihnen besonders gefallen).
"
"D","D.4.G.1","D.4.G.1.b","1b,2a","können unter Anleitung ihre Vorgehensweisen beim Ideensammeln, Planen und Entwerfen besprechen.
"
"D","D.4.G.1","D.4.G.1.c","2a","können mithilfe von Kriterien über Textqualitäten sprechen, um damit ein Gefühl für gelungene Textstellen zu entwickeln (z.B. einzelne Wörter oder Sätze, die ihnen besonders gut oder nicht gefallen).
können problematische Textstellen finden und alternative Formulierungen vorschlagen.
"
"D","D.4.G.1","D.4.G.1.d","2b","können im Austausch mit anderen eine Distanz zum eigenen Text aufbauen und ihn mithilfe von Kriterien einschätzen (z.B. in einer Schreibkonferenz).
können beschreiben, was sie mit ihrem Text für eine Wirkung erzielen wollten (z.B. Spannung, Überraschung, Ästhetik, Provokation), und im Austausch einschätzen, ob sie diese Wirkung erreicht haben.
"
