level_code,level_text,subject_code,subject_name,subject_nick,subject_color,comptetence_code,competence_title,competence_text,cycle_code,cycle_name,cycle_ladder,cycle_optional
D.2.C.1.f,"können ein Buch auswählen, indem sie in verschiedenen Büchern schnuppern (z.B. durchblättern, Anfang oder Schluss lesen).
können sich in Figuren hineinversetzen, ihr Handeln sowie mit Unterstützung deren Absichten und Motive nachvollziehen und diese mit der eigenen Lebenswelt in Verbindung bringen.
können in Gedichten den für sie bedeutsamen Kerngedanken mit Unterstützung formulieren.
können ihr Textverständnis zeigen, indem sie einen Text gestaltend vorlesen, dass Unterschiede zwischen erzählend-beschreibenden Passagen und Figurenrede deutlich werden.
können sich mit Unterstützung in einer Schulbibliothek orientieren und deren Angebote nutzen.
",D,Deutsch,Deutsch,#fccdcc,D.2.C.1,Deutsch.Lesen.Verstehen literarischer Texte,Die Schülerinnen und Schüler können literarische Texte lesen und verstehen.,2b,5. - 6. Klasse,4,0
D.2.C.1.g,"können mit Unterstützung typische Eigenschaften wie gerecht und ungerecht und Absichten der Figuren erschliessen, auch wenn diese nicht explizit erwähnt sind.
",D,Deutsch,Deutsch,#fccdcc,D.2.C.1,Deutsch.Lesen.Verstehen literarischer Texte,Die Schülerinnen und Schüler können literarische Texte lesen und verstehen.,"2b,3a",5. - 8. Klasse,45,0
D.2.C.1.h,"können ihr Leseinteresse beschreiben, entsprechend Bücher auswählen und selbstständig lesen.
können mit Unterstützung implizite Informationen aus Geschichten verstehen, insbesondere Absichten und Eigenschaften von Figuren.
können den für sie bedeutsamen Kerngedanken eines Gedichts formulieren.
können ihren Wortschatz mithilfe der eigenen Lektüre differenzieren.
können ihr Textverständnis zeigen, indem sie einen Text gestaltend vorlesen, sodass die Stimmung und Stimmungswechsel, die Figuren deutlich werden.
können das Angebot einer Bibliothek nutzen und bei Bedarf selbstständig Unterstützung anfordern.
",D,Deutsch,Deutsch,#fccdcc,D.2.C.1,Deutsch.Lesen.Verstehen literarischer Texte,Die Schülerinnen und Schüler können literarische Texte lesen und verstehen.,3a,7. - 8. Klasse,5,0
D.2.C.1.i,"können sich eine Meinung zu einem Text bilden und diese begründen.
können Eigenschaften, Stimmungen und Absichten der Figuren erschliessen und erklären, auch wenn diese nicht explizit erwähnt sind.
",D,Deutsch,Deutsch,#fccdcc,D.2.C.1,Deutsch.Lesen.Verstehen literarischer Texte,Die Schülerinnen und Schüler können literarische Texte lesen und verstehen.,3bo,9. Klasse,6,1
D.2.D.1.a,"können sich unter Anleitung und mithilfe gezielter Fragen mit anderen über Gelesenes austauschen.
können sich mithilfe gezielter Fragen darüber austauschen, welche Leseinteressen sie haben und können so ihre Lektürewahl in der Bibliothek, in der Leseecke reflektieren.
",D,Deutsch,Deutsch,#fccdcc,D.2.D.1,Deutsch.Lesen.Reflexion über das Leseverhalten,Die Schülerinnen und Schüler können ihr Leseverhalten und ihre Leseinteressen reflektieren.,1b,1. - 2. Klasse,2,0
D.2.D.1.b,"können unter Anleitung und mit passenden Beurteilungshilfen einander Rückmeldungen geben, wie gut sie (vor-)lesen.
",D,Deutsch,Deutsch,#fccdcc,D.2.D.1,Deutsch.Lesen.Reflexion über das Leseverhalten,Die Schülerinnen und Schüler können ihr Leseverhalten und ihre Leseinteressen reflektieren.,"1b,2a",1. - 4. Klasse,23,0
D.2.D.1.c,"können unter Anleitung beschreiben, welche Lesestrategien sie angewendet haben (z.B. überblicken, markieren, Randnotizen).
können unter Anleitung darüber nachdenken, wie sie einen Text verstanden haben, und sich über ihr Textverständnis austauschen.
können beschreiben, unter welchen Voraussetzungen sie sich auf eine Lektüre einlassen und wie sie ins Lesen versinken können.
können beschreiben, wie sie das Lesen von Texten auch ausserhalb des Unterrichts bereichert und inwiefern dies ihren Horizont erweitert.
",D,Deutsch,Deutsch,#fccdcc,D.2.D.1,Deutsch.Lesen.Reflexion über das Leseverhalten,Die Schülerinnen und Schüler können ihr Leseverhalten und ihre Leseinteressen reflektieren.,2a,3. - 4. Klasse,3,0
D.2.D.1.d,"können unter Anleitung beschreiben, auf welche Weise sie eine vorgegebene Lesestrategie angewendet haben und wie sie diese verbessern könnten.
können mithilfe von Rückfragen beschreiben, wieso beim Textverstehen Probleme aufgetaucht sind und welche Schlüsse sie daraus ziehen.
können sich darüber austauschen, welche Leseinteressen sie haben, und können ihre Lektürewahl begründen.
",D,Deutsch,Deutsch,#fccdcc,D.2.D.1,Deutsch.Lesen.Reflexion über das Leseverhalten,Die Schülerinnen und Schüler können ihr Leseverhalten und ihre Leseinteressen reflektieren.,3a,7. - 8. Klasse,5,0
D.2.D.1.e,"können erläutern, warum sie welche Lesestrategie gewählt haben.
können beschreiben, wo beim Textverstehen Probleme aufgetaucht sind und wie sie ihre Lesestrategien anpassen könnten.
können darüber nachdenken, wie sie einen Text verstanden haben und welche Informationen für ihr Leseziel (z.B. Informationen für eine Präsentation) besonders relevant sind.
können ihr Textverstehen mit Bezug auf den Text begründen und sich mit anderen über Gelesenes selbstständig austauschen.
",D,Deutsch,Deutsch,#fccdcc,D.2.D.1,Deutsch.Lesen.Reflexion über das Leseverhalten,Die Schülerinnen und Schüler können ihr Leseverhalten und ihre Leseinteressen reflektieren.,3bo,9. Klasse,6,1
D.3.A.1.a,"können die meisten Laute des Deutschen sprechmotorisch isoliert und im Wort bilden.
können Wörter, Wendungen (z.B. in Fragen, Aussagen, Aufforderung) und Satzmuster in vertrauten Situationen passend verwenden (produktiver Wortschatz).
",D,Deutsch,Deutsch,#fccdcc,D.3.A.1,Deutsch.Sprechen.Grundfertigkeiten,"Die Schülerinnen und Schüler können ihre Sprechmotorik, Artikulation, Stimmführung angemessen nutzen. Sie können ihren produktiven Wortschatz und Satzmuster aktivieren, um angemessen flüssig zu sprechen.",1,Kindergarten - 2. Klasse,12,0
D.3.A.1.b,"können mit verständlicher Aussprache und angemessener Lautstärke in Standardsprache (nach-)sprechen, wobei die Sprechweise auch mundartlich und erstsprachlich gefärbt sein kann.
können ihren produktiven Wortschatz aktivieren, um sich in verschiedenen Themen und Situationen sprachlich angemessen auszudrücken.
",D,Deutsch,Deutsch,#fccdcc,D.3.A.1,Deutsch.Sprechen.Grundfertigkeiten,"Die Schülerinnen und Schüler können ihre Sprechmotorik, Artikulation, Stimmführung angemessen nutzen. Sie können ihren produktiven Wortschatz und Satzmuster aktivieren, um angemessen flüssig zu sprechen.",1,Kindergarten - 2. Klasse,12,0
D.3.A.1.c,"können nonverbale (z.B. Gestik, Mimik, Körperhaltung) und paraverbale Mittel (z.B. Atmung, Intonation, Sprechfluss) angemessen verwenden.
",D,Deutsch,Deutsch,#fccdcc,D.3.A.1,Deutsch.Sprechen.Grundfertigkeiten,"Die Schülerinnen und Schüler können ihre Sprechmotorik, Artikulation, Stimmführung angemessen nutzen. Sie können ihren produktiven Wortschatz und Satzmuster aktivieren, um angemessen flüssig zu sprechen.","1,2a",Kindergarten - 4. Klasse,123,0
D.3.A.1.d,"können das Zusammenspiel von Verbalem, Paraverbalem und Nonverbalem gestalten.
verfügen über einen zunehmend reichhaltigen Wortschatz, um sich präzis auszudrücken.
",D,Deutsch,Deutsch,#fccdcc,D.3.A.1,Deutsch.Sprechen.Grundfertigkeiten,"Die Schülerinnen und Schüler können ihre Sprechmotorik, Artikulation, Stimmführung angemessen nutzen. Sie können ihren produktiven Wortschatz und Satzmuster aktivieren, um angemessen flüssig zu sprechen.",2a,3. - 4. Klasse,3,0
D.3.A.1.e,"können Standardsprache flüssig sprechen, wobei diese mundartlich und erstsprachlich gefärbt sein darf.
können das Zusammenspiel von Verbalem, Nonverbalem und Paraverbalem zielorientiert einsetzen (z.B. Vorstellungsgespräch).
können ihr Sprechtempo und die Sprechweise der Situation angemessen steuern.
können Wörter, Wendungen und Satzmuster in für sie neuen Situationen angemessen verwenden.
",D,Deutsch,Deutsch,#fccdcc,D.3.A.1,Deutsch.Sprechen.Grundfertigkeiten,"Die Schülerinnen und Schüler können ihre Sprechmotorik, Artikulation, Stimmführung angemessen nutzen. Sie können ihren produktiven Wortschatz und Satzmuster aktivieren, um angemessen flüssig zu sprechen.",3a,7. - 8. Klasse,5,0
D.3.A.1.f,"können der Hochlautung nahe Standardsprache sprechen, wobei diese leicht mundartlich und erstsprachlich gefärbt sein kann.
können ihr Sprechtempo und ihre Stimmführung gezielt variieren.
",D,Deutsch,Deutsch,#fccdcc,D.3.A.1,Deutsch.Sprechen.Grundfertigkeiten,"Die Schülerinnen und Schüler können ihre Sprechmotorik, Artikulation, Stimmführung angemessen nutzen. Sie können ihren produktiven Wortschatz und Satzmuster aktivieren, um angemessen flüssig zu sprechen.",3bo,9. Klasse,6,1
D.3.B.1.a,"können ihre Gefühle und Gedanken sowie Erlebnisse und Erfahrungen verbal oder nonverbal mit Unterstützung zum Ausdruck bringen.
",D,Deutsch,Deutsch,#fccdcc,D.3.B.1,Deutsch.Sprechen.Monologisches Sprechen,Die Schülerinnen und Schüler können sich in monologischen Situationen angemessen und verständlich ausdrücken.,1,Kindergarten - 2. Klasse,12,0
D.3.B.1.b,"können Beobachtungen wiedergeben und einfache Sachverhalte mit Unterstützung beschreiben.
",D,Deutsch,Deutsch,#fccdcc,D.3.B.1,Deutsch.Sprechen.Monologisches Sprechen,Die Schülerinnen und Schüler können sich in monologischen Situationen angemessen und verständlich ausdrücken.,1,Kindergarten - 2. Klasse,12,0
D.3.B.1.c,"können sich in Mundart und Standardsprache ausdrücken, wobei erstsprachliche und mundartliche Elemente selbstverständlich sind.
können sich in verschiedenen Sprechsituationen ausdrücken, wenn sie dabei unterstützt werden und sich vorbereiten können (z.B. Erzählung, Erklärung, Präsentation).
können kurze Gedichte vortragen (z.B. Abzählverse, Reime, Sprüche).
",D,Deutsch,Deutsch,#fccdcc,D.3.B.1,Deutsch.Sprechen.Monologisches Sprechen,Die Schülerinnen und Schüler können sich in monologischen Situationen angemessen und verständlich ausdrücken.,1,Kindergarten - 2. Klasse,12,0
D.3.B.1.d,"können eine Geschichte verständlich nacherzählen.
können mithilfe eines Schemas ihre Arbeitsergebnisse und Gedanken vortragen (z.B. vorgegebene Textbausteine, Ablauf).
können Ergebnisse einer Gruppenarbeit verständlich weitergeben und dabei verschiedene Medien nutzen (z.B. Bild-, Textdokument).
",D,Deutsch,Deutsch,#fccdcc,D.3.B.1,Deutsch.Sprechen.Monologisches Sprechen,Die Schülerinnen und Schüler können sich in monologischen Situationen angemessen und verständlich ausdrücken.,"1,2a",Kindergarten - 4. Klasse,123,0
D.3.B.1.e,"können Strukturierungshilfen für eine Kurzpräsentation nutzen (z.B. Mindmap, Gliederung, Stichworte).
können ein Erlebnis mit einem erkennbaren Spannungsbogen erzählen.
können eine erfundene Geschichte erzählen (z.B. mithilfe von Bildern, einer Skizze, einer Erzählpartitur).
",D,Deutsch,Deutsch,#fccdcc,D.3.B.1,Deutsch.Sprechen.Monologisches Sprechen,Die Schülerinnen und Schüler können sich in monologischen Situationen angemessen und verständlich ausdrücken.,2a,3. - 4. Klasse,3,0
D.3.B.1.f,"können ein Buch (Kinder-/Jugendliteratur, Sachbuch) oder einen Film in Standardsprache präsentieren.
können eine Geschichte in Standardsprache zusammenhängend erzählen, wobei erstsprachliche und mundartliche Auffälligkeiten vorkommen können.
können Arbeitsergebnisse der Klasse präsentieren.
können Gedichte und Kurztexte vor einem Publikum wirkungsvoll vortragen.
",D,Deutsch,Deutsch,#fccdcc,D.3.B.1,Deutsch.Sprechen.Monologisches Sprechen,Die Schülerinnen und Schüler können sich in monologischen Situationen angemessen und verständlich ausdrücken.,2b,5. - 6. Klasse,4,0
D.3.B.1.g,"können mit Unterstützung Sachthemen in Büchern und im Internet recherchieren, auswählen, strukturieren und ihr Wissen präsentieren (z.B. Sachvortrag, Beschreibung, Bericht, Podcast).
können mithilfe von Stichworten und Notizen eine Präsentation strukturieren.
",D,Deutsch,Deutsch,#fccdcc,D.3.B.1,Deutsch.Sprechen.Monologisches Sprechen,Die Schülerinnen und Schüler können sich in monologischen Situationen angemessen und verständlich ausdrücken.,"2b,3a",5. - 8. Klasse,45,0
D.3.B.1.h,"können sich in der Standardsprache weitgehend sicher ausdrücken, wobei einzelne erstsprachliche und mundartliche Elemente vorkommen können.
können eine Geschichte adressatenorientiert (nach-)erzählen und mit der Stimme gestalten (z.B. eigenes Erlebnis, aus einem Buch, einem Film).
können Arbeitsergebnisse und Sachthemen der Klasse strukturiert präsentieren und die wesentlichen Aspekte hervorheben sowie dabei Medien ziel- und adressatenorientiert nutzen.
",D,Deutsch,Deutsch,#fccdcc,D.3.B.1,Deutsch.Sprechen.Monologisches Sprechen,Die Schülerinnen und Schüler können sich in monologischen Situationen angemessen und verständlich ausdrücken.,3a,7. - 8. Klasse,5,0
D.3.B.1.i,"können sich in der Standardsprache gewandt und sicher ausdrücken, wobei nur selten störende Fehlleistungen auftreten.
können eine Präsentation mit geeigneten sprachlichen Mitteln (z.B. rhetorische Frage, Wiederholungen, Stimme) und angemessenem Medieneinsatz gestalten.
",D,Deutsch,Deutsch,#fccdcc,D.3.B.1,Deutsch.Sprechen.Monologisches Sprechen,Die Schülerinnen und Schüler können sich in monologischen Situationen angemessen und verständlich ausdrücken.,3bo,9. Klasse,6,1
D.3.C.1.a,"können die/den Gesprächspartner/in als Gegenüber wahrnehmen und mit ihr/ihm in Kontakt treten.
können in einer vertrauten, selbstgewählten Sprechrolle an einem Spiel aktiv teilnehmen.
",D,Deutsch,Deutsch,#fccdcc,D.3.C.1,Deutsch.Lesen.Dialogisches Sprechen,Die Schülerinnen und Schüler können sich aktiv an einem Dialog beteiligen.,1,Kindergarten - 2. Klasse,12,0
D.3.C.1.b,"können auf direkt an sie gerichtete Fragen antworten.
können sich an einfachen, kurzen Gesprächen beteiligen.
können sich in kurzen Phasen an Gesprächsregeln halten (z.B. sich vor dem Reden melden, zu den anderen gerichtet sprechen, Sie-Formen verwenden).
",D,Deutsch,Deutsch,#fccdcc,D.3.C.1,Deutsch.Lesen.Dialogisches Sprechen,Die Schülerinnen und Schüler können sich aktiv an einem Dialog beteiligen.,1,Kindergarten - 2. Klasse,12,0
D.3.C.1.c,"können einen Gesprächsbeitrag laut und deutlich in Mundart und in Standardsprache formulieren.
können ihren Gesprächsbeitrag in einem Gespräch passend einbringen (z.B. auf andere eingehend, nicht verletzend).
können einfache Alltagsgespräche selbstständig führen und Medien nutzen, um bestehende Kontakte zu pflegen (z.B. Telefongespräch mit Bekannten).
",D,Deutsch,Deutsch,#fccdcc,D.3.C.1,Deutsch.Lesen.Dialogisches Sprechen,Die Schülerinnen und Schüler können sich aktiv an einem Dialog beteiligen.,1,Kindergarten - 2. Klasse,12,0
D.3.C.1.d,"können sich in längeren Gesprächen angemessen einbringen und thematisch passende Beiträge beisteuern.
können eigene Gesprächsbeiträge aufschieben, damit andere ihren Beitrag zu Ende führen können.
",D,Deutsch,Deutsch,#fccdcc,D.3.C.1,Deutsch.Lesen.Dialogisches Sprechen,Die Schülerinnen und Schüler können sich aktiv an einem Dialog beteiligen.,2a,3. - 4. Klasse,3,0
D.3.C.1.e,"können ihren Beitrag mit nonverbalen (z.B. Handzeichen) und verbalen Signalen rechtzeitig ankündigen.
können ein Gespräch vorbereiten und durchführen (z.B. Telefongespräch, Klassendiskussion).
können eine Gruppenarbeit leiten, wenn dafür klare Anweisungen vorliegen (z.B. Zeit einhalten, Resultate festhalten).
können sich meist an festgelegte Gesprächsregeln halten (z.B. sich vor dem Reden melden, zu den anderen gerichtet sprechen).
können ihre Gedanken im Gespräch einbringen, im Austausch verdeutlichen und ihre Meinung mit einem Argument unterstützen.
",D,Deutsch,Deutsch,#fccdcc,D.3.C.1,Deutsch.Lesen.Dialogisches Sprechen,Die Schülerinnen und Schüler können sich aktiv an einem Dialog beteiligen.,2b,5. - 6. Klasse,4,0
D.3.C.1.f,"können in Konsens- und Konfliktgesprächen ihre eigene Meinung in Mundart und Standardsprache zum Ausdruck bringen und von sich aus mit einem Argument stützen.
können zu einfachen Themen und in kurzen Gesprächen die Moderation übernehmen (z.B. Gruppenarbeit eröffnen, Klassenrat).
",D,Deutsch,Deutsch,#fccdcc,D.3.C.1,Deutsch.Lesen.Dialogisches Sprechen,Die Schülerinnen und Schüler können sich aktiv an einem Dialog beteiligen.,"2b,3a",5. - 8. Klasse,45,0
D.3.C.1.g,"können im Gespräch auf vorhergehende Aussagen Bezug nehmen.
kennen wichtige Aspekte eines Vorstellungsgesprächs (z.B. Ablauf, Auftreten, Gesprächsregeln) und können diese in einem gespielten Vorstellungsgespräch anwenden.
",D,Deutsch,Deutsch,#fccdcc,D.3.C.1,Deutsch.Lesen.Dialogisches Sprechen,Die Schülerinnen und Schüler können sich aktiv an einem Dialog beteiligen.,3a,7. - 8. Klasse,5,0
D.3.C.1.h,"können mithilfe von Leitfragen ein Vorstellungsgespräch so vorbereiten, dass sie sich zielorientiert ausdrücken (z.B. Betriebs-, Berufskenntnisse, eigene Interessen).
können in Mundart und Standardsprache Gesprächsbeiträge und Argumente aufgreifen und ihre eigenen Argumente darauf beziehen.
können sich selbstständig an Gesprächsregeln halten und nötigenfalls erweitern und modifizieren bzw. im Gespräch thematisieren (z.B. sich vor dem Reden melden, zu den anderen gerichtet sprechen).
können sich in einem gespielten Vorstellungsgespräch überzeugend präsentieren und Antworten auf unerwartete Fragen finden.
",D,Deutsch,Deutsch,#fccdcc,D.3.C.1,Deutsch.Lesen.Dialogisches Sprechen,Die Schülerinnen und Schüler können sich aktiv an einem Dialog beteiligen.,3a,7. - 8. Klasse,5,0
D.3.C.1.i,"können ein Gespräch moderieren (vorbereiten, durchführen, auswerten).
können mit ihren Beiträgen ein Gespräch aufrechterhalten und zielorientiert lenken.
können sich an einem Gespräch mit unterschiedlichen Gesprächspartner/innen eigenständig und adressatengerecht beteiligen (Peers, Erwachsene, vertraut/unvertraut).
",D,Deutsch,Deutsch,#fccdcc,D.3.C.1,Deutsch.Lesen.Dialogisches Sprechen,Die Schülerinnen und Schüler können sich aktiv an einem Dialog beteiligen.,3bo,9. Klasse,6,1
D.3.C.1.j,"können eine Diskussion selbstständig vorbereiten und leiten.
können das Wichtige von Gesprächsbeiträgen zusammenfassen, um das Gespräch zu strukturieren.
können in Debatten argumentieren und einen Perspektivenwechsel vollziehen.
können ein Gespräch mit unbekannten Personen eröffnen.
",D,Deutsch,Deutsch,#fccdcc,D.3.C.1,Deutsch.Lesen.Dialogisches Sprechen,Die Schülerinnen und Schüler können sich aktiv an einem Dialog beteiligen.,3bo,9. Klasse,6,1
